"County","Sector","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"MONTEREY","Residential","     683.100426","     684.941097","     688.808586","     684.295335","     687.104850","     724.630499","     730.595548","     733.889804","     733.819905","     730.734487","     731.049577","     741.440229","     728.511406","     715.499783","     724.979024","     707.434854","     693.574480","     684.048359","     721.000129","     724.200979","     680.139440","     654.768601","     634.604678","     623.044510","     622.894636","     622.102410","     606.054357","     630.038290","     607.814014","   19935.120293"
"MONTEREY","Total","    2509.195974","    2587.327582","    2586.771201","    2673.645967","    2620.709668","    2635.848130","    2558.671016","    2576.676811","    2574.517946","    2603.958444","    2623.954943","    2589.613255","    2558.933846","    2556.215098","    2619.929101","    2599.879386","    2566.946532","    2496.875422","    2502.440222","    2484.630552","    2275.779127","    2351.877184","    2246.419474","    2276.183654","    2092.377939","    2202.331544","    2209.967371","    2184.779462","    2122.064926","   71488.521777"
"NAPA","Non-Residential","     673.918436","     690.193164","     696.362524","     691.179277","     683.101937","     680.307068","     665.472111","     659.880150","     646.776211","     645.862836","     662.636468","     635.076077","     607.081417","     579.346775","     574.246732","     562.860885","     559.301911","     541.224467","     589.338139","     576.702656","     527.427374","     515.703696","     480.131149","     401.247512","     384.679955","     387.312787","     387.647524","     355.505993","     340.993524","   16401.518755"
"NAPA","Residential","     360.684502","     370.667312","     361.181776","     362.093099","     364.036103","     374.211795","     373.366690","     373.678414","     375.553895","     380.475078","     378.102685","     376.919394","     386.230107","     370.132206","     363.322856","     354.902745","     340.524576","     325.814043","     349.181904","     345.183429","     334.232799","     324.283076","     316.359661","     305.372795","     296.203358","     305.106743","     297.002241","     291.156241","     290.617800","   10046.597323"
"NAPA","Total","    1034.602938","    1060.860476","    1057.544300","    1053.272377","    1047.138040","    1054.518862","    1038.838800","    1033.558564","    1022.330107","    1026.337914","    1040.739153","    1011.995471","     993.311524","     949.478981","     937.569588","     917.763629","     899.826487","     867.038511","     938.520044","     921.886085","     861.660172","     839.986772","     796.490810","     706.620307","     680.883313","     692.419529","     684.649765","     646.662233","     631.611324","   26448.116076"
"NEVADA","Non-Residential","     269.023302","     271.455549","     227.135919","     221.408570","     226.738695","     233.601706","     234.977409","     232.475677","     229.996087","     235.769141","     246.159393","     241.090907","     237.717998","     229.232288","     226.691147","     216.490542","     232.937164","     217.907853","     210.455082","     199.593036","     190.429945","     187.668006","     183.238258","     180.879104","     184.183506","     174.501724","     169.326351","     177.976796","     168.095680","    6257.156835"
"NEVADA","Residential","     447.415873","     471.825704","     433.918557","     406.458242","     408.017768","     423.537883","     426.439191","     426.577044","     425.466235","     424.500583","     421.317639","     413.988501","     411.611799","     397.552129","     398.262620","     378.588245","     379.075584","     363.307011","     378.191334","     371.637505","     367.302180","     342.280112","     339.726176","     327.047146","     328.218954","     323.128959","     313.971178","     322.435572","     313.879857","   11185.679581"
"NEVADA","Total","     716.439176","     743.281252","     661.054476","     627.866812","     634.756463","     657.139589","     661.416600","     659.052721","     655.462322","     660.269724","     667.477033","     655.079407","     649.329797","     626.784417","     624.953767","     595.078787","     612.012748","     581.214864","     588.646416","     571.230541","     557.732125","     529.948118","     522.964434","     507.926251","     512.402460","     497.630683","     483.297529","     500.412367","     481.975536","   17442.836415"
"ORANGE","Non-Residential","   13161.211601","   13332.827454","   13479.185717","   13799.566708","   13721.281656","   13451.423625","   13342.660271","   13236.944652","   13207.622878","   13769.463503","   14406.539691","   14262.600659","   14474.519887","   13972.309125","   13808.764412","   13330.655852","   12972.862093","   12067.009850","   13664.015341","   13155.721813","   13372.669736","   12661.099803","   12112.304626","   11656.086826","   11826.944098","   11424.509039","   11898.539566","   11467.556333","   11638.669690","  378675.566505"
"ORANGE","Residential","    7035.763296","    6977.074253","    6660.559695","    6875.759330","    7027.539817","    6842.062179","    7074.021243","    6696.172403","    6611.917293","    6917.070115","    7138.559207","    6867.750651","    6851.103743","    6717.035444","    6570.917474","    6257.849759","    5827.493490","    5382.150911","    6127.118532","    5623.840688","    5621.242570","    5618.106033","    5379.004756","    5213.918803","    5240.123656","    4981.644616","    5279.743819","    4939.626626","    5026.082087","  179381.252489"
"ORANGE","Total","   20196.974897","   20309.901707","   20139.745412","   20675.326038","   20748.821474","   20293.485804","   20416.681514","   19933.117055","   19819.540172","   20686.533618","   21545.098898","   21130.351310","   21325.623630","   20689.344569","   20379.681886","   19588.505611","   18800.355584","   17449.160762","   19791.133873","   18779.562501","   18993.912306","   18279.205836","   17491.309382","   16870.005630","   17067.067755","   16406.153655","   17178.283386","   16407.182959","   16664.751776","  558056.819000"
"PLACER","Non-Residential","    1495.613543","    1504.775808","    1536.053019","    1529.567565","    1546.175447","    1514.314695","    1526.624368","    1542.778196","    1550.784425","    1584.539092","    1659.792728","    1678.212251","    1501.618425","    1433.111588","    1497.078515","    1412.925376","    1381.381364","    1327.111306","    1376.407342","    1286.767417","    1250.236607","    1090.630876","    1005.476406","    1100.779736","    1047.770976","     940.681023","     875.658819","     894.157680","     811.561607","   38902.586200"
"PLACER","Residential","    1414.502822","    1468.406464","    1402.455219","    1365.818731","    1371.385081","    1367.259355","    1385.039520","    1351.899060","    1334.987270","    1368.091646","    1361.152214","    1327.189693","    1334.732220","    1262.960999","    1215.669029","    1145.232284","    1055.041359","     979.288968","     976.127544","     928.231203","     878.625859","     844.243780","     823.587286","     757.250491","     746.608507","     728.522643","     711.086467","     702.322530","     680.960940","   32288.679184"
"PLACER","Total","    2910.116365","    2973.182272","    2938.508238","    2895.386296","    2917.560528","    2881.574050","    2911.663889","    2894.677256","    2885.771695","    2952.630737","    3020.944942","    3005.401944","    2836.350645","    2696.072586","    2712.747544","    2558.157660","    2436.422724","    2306.400275","    2352.534885","    2214.998620","    2128.862466","    1934.874656","    1829.063692","    1858.030227","    1794.379483","    1669.203666","    1586.745287","    1596.480209","    1492.522547","   71191.265384"
"PLUMAS","Non-Residential","     112.078464","     101.767573","     105.365753","     102.865183","     102.361696","     110.594476","     126.445156","     117.916128","      97.832337","      99.007547","     114.161422","     112.369117","     120.319707","      91.418440","      92.954336","      99.285165","     122.358360","      93.942997","     109.122884","     107.084288","      98.083331","     127.510747","      93.073449","      74.688464","      62.895411","     112.012157","     113.822446","      94.313437","      90.131612","    3005.782083"
"PLUMAS","Residential","      93.456942","      98.847417","      97.073836","      91.395498","      98.527385","     101.517911","      97.831194","     101.476186","     102.119736","     103.351370","     103.643092","     103.579684","     103.455291","     102.518722","     101.288168","      96.163155","      96.900046","      92.753055","      92.930694","      94.676095","      93.749315","      90.033386","      88.417064","      86.200226","      88.051175","     116.951203","     107.747799","      89.257865","      88.269715","    2822.183225"
"PLUMAS","Total","     205.535407","     200.614990","     202.439589","     194.260681","     200.889081","     212.112387","     224.276350","     219.392314","     199.952073","     202.358917","     217.804514","     215.948801","     223.774998","     193.937162","     194.242504","     195.448320","     219.258406","     186.696052","     202.053578","     201.760383","     191.832645","     217.544133","     181.490513","     160.888690","     150.946586","     228.963360","     221.570245","     183.571302","     178.401327","    5827.965308"
"RIVERSIDE","Non-Residential","    8295.965387","    8276.552887","    8274.151076","    8195.948845","    8774.639956","    8537.363939","    8612.578343","    7838.386027","    7727.855456","    7906.912973","    8327.566932","    8239.190522","    8255.029738","    7807.736576","    7639.761613","    7236.230474","    6615.841827","    5690.433379","    6715.186913","    6120.364968","    5555.566541","    5515.290200","    5288.298823","    5077.613653","    4985.909108","    3644.313015","    3585.513747","    3517.401920","    3382.802759","  195640.407597"
"RIVERSIDE","Residential","    7960.740053","    7882.366816","    7196.655488","    7090.413146","    6776.627939","    6606.599319","    6675.290978","    6579.905887","    6336.530698","    6606.966602","    6772.741496","    6683.145526","    6903.024938","    5392.832655","    5019.323619","    5469.544420","    4833.109536","    4682.646008","    4908.414849","    4631.336942","    4405.222929","    4324.404946","    4263.842855","    4060.422590","    4026.994776","    3525.509250","    3625.502620","    3387.375972","    3381.206731","  160008.699584"
"RIVERSIDE","Total","   16256.705441","   16158.919703","   15470.806564","   15286.361991","   15551.267895","   15143.963258","   15287.869321","   14418.291915","   14064.386155","   14513.879575","   15100.308428","   14922.336048","   15158.054676","   13200.569231","   12659.085232","   12705.774894","   11448.951363","   10373.079386","   11623.601762","   10751.701910","    9960.789470","    9839.695146","    9552.141678","    9138.036243","    9012.903884","    7169.822266","    7211.016367","    6904.777892","    6764.009490","  355649.107184"
"SACRAMENTO","Non-Residential","    6183.662377","    6237.463959","    6055.674434","    6188.144476","    6258.537182","    6131.164391","    6118.579838","    6108.526263","    6188.895407","    6263.720876","    6397.905676","    6424.637105","    6245.737350","    6139.143708","    5921.959591","    5667.032973","    5464.561228","    5519.164877","    5595.261838","    5566.800028","    5294.726438","    5276.354037","    5166.812166","    5025.357340","    4930.242239","    4932.112972","    4936.370966","    4779.498052","    4784.024951","  165802.072738"
"SACRAMENTO","Residential","    4713.027288","    5159.476989","    4794.486673","    4738.564168","    4736.128873","    4696.630528","    4694.003209","    4641.834529","    4535.317684","    4733.907101","    4712.417028","    4651.136870","    4762.801421","    4577.200189","    4424.082572","    4380.257286","    4104.030415","    4035.378869","    4142.162270","    3959.527194","    3984.367048","    3838.125542","    3866.292248","    3581.739101","    3695.087158","    3650.251927","    3634.603537","    3617.630125","    3625.074714","  124685.542556"
"SACRAMENTO","Total","   10896.689665","   11396.940948","   10850.161106","   10926.708643","   10994.666055","   10827.794919","   10812.583047","   10750.360792","   10724.213092","   10997.627977","   11110.322704","   11075.773975","   11008.538771","   10716.343897","   10346.042163","   10047.290259","    9568.591643","    9554.543746","    9737.424108","    9526.327223","    9279.093486","    9114.479579","    9033.104414","    8607.096441","    8625.329396","    8582.364899","    8570.974504","    8397.128177","    8409.099665","  290487.615294"
"SAN BENITO","Non-Residential","     256.294044","     254.772756","     262.422205","     249.320035","     240.410467","     237.904713","     214.973703","     199.141554","     191.977015","     198.602440","     198.347721","     203.553603","     199.058625","     188.987154","     194.409689","     184.001869","     204.730751","     211.088498","     181.392988","     172.421522","     149.660472","     145.933233","     129.076847","     122.863609","     117.801586","     110.459338","     115.927845","     117.265477","     117.686238","    5370.485997"
"SAN BENITO","Residential","     124.535133","     123.998455","     119.136813","     118.085033","     115.570436","     119.585348","     117.693532","     116.184779","     116.580686","     117.324686","     117.408193","     119.163344","     118.434274","     115.968163","     117.402202","     114.345084","     111.079190","     105.787621","     109.683622","     104.496704","      96.909419","      90.384096","      85.048890","      78.643154","      77.687541","      75.114599","      71.536465","      71.635891","      70.136148","    3039.559501"
