Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
14605 Miller Avenue,Search Above for Results,1990-1999,FALSE, ,FONTANA,San Bernardino,Not Certified, ,34.113188,-117.485348,92336,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"265,500",4457136,Terreno 14605 Miller Ave LLC,CA,Characteristics Only, ,1990
3855 E. Jurupa Street,Search Above for Results,1990-1999,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.049757,-117.568672,91761,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"300,000",6033390,INE01708 - California Commerce Center #8,CA,Characteristics Only, ,1996
1060 Wineville,Search Above for Results,1990-1999,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.07548,-117.53813,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"344,872",4366163,1060 Wineville,CA,Characteristics Only, ,1997
13489 Jurupa,Search Above for Results,1990-1999,FALSE, ,FONTANA,San Bernardino,Not Certified, ,34.047079,-117.511498,92337,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"169,546",6879479,13489 Jurupa,CA,Characteristics Only, ,1999
1910 E. Central Ave.,Search Above for Results,2000-2009,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.088187,-117.246018,92408,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"951,660",4093983,Southgate 3,CA,Characteristics Only, ,2000
13611 Jurupa,Search Above for Results,2000-2009,FALSE, ,FONTANA,San Bernardino,Not Certified, ,34.047112,-117.508787,92337,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"307,947",6879480,13611 Jurupa,CA,Characteristics Only, ,2000
10750 7th,Search Above for Results,2000-2009,FALSE, ,RANCHO CUCAMONGA,San Bernardino,Not Certified, ,34.089269,-117.570109,91730,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"181,615",6879481,10750 7th,CA,Characteristics Only, ,2000
1495 E. Francis,Search Above for Results,2000-2009,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.04203667,-117.6212317,91761,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"429,320",6879484,1495 E. Francis,CA,Characteristics Only, ,2001
1450 Mission,Search Above for Results,2000-2009,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.05257,-117.62151,91761,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"165,500",6879482,1450 Mission,CA,Characteristics Only, ,2002
1456 E. Harry Sheppard Blvd,Search Above for Results,2000-2009,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.10089,-117.257142,92408,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"1,205,040",4917840,Mattel Distribution Facility,CA,Characteristics Only, ,2004
10621 Sixth Street,Search Above for Results,2000-2009,FALSE, ,RANCHO CUCAMONGA,San Bernardino,Not Certified, ,34.08319,-117.57256,91730,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"344,840",2612141,"CPT 6th & Utica, LLC",CA,Characteristics Only, ,2005
15989 Cypress,Search Above for Results,2000-2009,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.963892,-117.661495,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"184,350",6879483,15989 Cypress,CA,Characteristics Only, ,2005
26950 San Bernardino Avenue,Search Above for Results,2000-2009,FALSE, ,REDLANDS,San Bernardino,Not Certified, ,34.079365,-117.21623,92374,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"418,435",4917827,California Palms Bldg 5,CA,Characteristics Only, ,2006
27040 San Bernardino Avenue,Search Above for Results,2000-2009,FALSE, ,REDLANDS,San Bernardino,Not Certified, ,34.07856,-117.214068,92374,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"151,484",4917828,California Palms Bldg 6,CA,Characteristics Only, ,2006
26681 San Bernardino Ave,Search Above for Results,2000-2009,FALSE, ,REDLANDS,San Bernardino,Not Certified, ,34.07672,-117.22213,92374,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"101,964",6770815,"CP Redlands III, LLC - Bldg 1",CA,Characteristics Only, ,2006
11096 Jersey Boulevard,Search Above for Results,2000-2009,FALSE, ,RANCHO CUCAMONGA,San Bernardino,Not Certified, ,34.09541,-117.56289,91730,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"127,559",3881107,Jersey Boulevard,CA,Characteristics Only, ,2006
15913 Mountain,Search Above for Results,2000-2009,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.96388,-117.66482,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"413,760",6879491,15913 Mountain,CA,Characteristics Only, ,2007
16142 Fern,Search Above for Results,2000-2009,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.958514,-117.655257,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"227,000",6879487,16142 Fern,CA,Characteristics Only, ,2008
2020 East Central Avenue,Search Above for Results,2010-Present,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.090397,-117.2419143,92408,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"514,603",4917819,Southgate 4,CA,Characteristics Only, ,2013
15970 Mountain,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.962183,-117.66845,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"222,724",6879488,15970 Mountain,CA,Characteristics Only, ,2013
11001 Etiwanda,Search Above for Results,2010-Present,FALSE, ,FONTANA,San Bernardino,Not Certified, ,34.05392,-117.52252,92337,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"406,623",6879492,11001 Etiwanda,CA,Characteristics Only, ,2013
16051 El Prado,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.960276,-117.672925,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"54,700",6879490,16051 El Prado,CA,Characteristics Only, ,2014
1410 E. Central,Search Above for Results,2010-Present,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.086548,-117.255057,92408,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"184,550",6879485,1410 E. Central,CA,Characteristics Only, ,2015
1295 E. Central,Search Above for Results,2010-Present,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.084646,-117.258165,92408,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"304,444",6879486,1295 E. Central,CA,Characteristics Only, ,2015
853 N. QVC Way,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.072921,-117.602391,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"1,053,225",5833981,"Vineyard Industrial II, LLC",CA,Characteristics Only, ,2016
2004 E Jay St.,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.073888,-117.608066,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"154,836",6880452,Vineyard Industrial I - Bldg 5,CA,Characteristics Only, ,2016
2104 E Jay St,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.072976,-117.605759,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"573,444",6880453,Vineyard Industrial I - Bldg 6,CA,Characteristics Only, ,2016
1903 E Jay St,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.076343,-117.610017,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"138,784",6880447,Vineyard Industrial I - Bldg 1,CA,Characteristics Only, ,2017
2053 E Jay St,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.076354,-117.606979,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"552,677",6880448,Vineyard Industrial I - Bldg 2,CA,Characteristics Only, ,2017
2203 E Jay St,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.07615,-117.60295,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"398,060",6880449,Vineyard Industrial I - Bldg 3,CA,Characteristics Only, ,2017
1904 E Jay St,Search Above for Results,2010-Present,FALSE, ,ONTARIO,San Bernardino,Not Certified, ,34.074299,-117.609809,91764,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"127,853",6880451,Vineyard Industrial I - Bldg 4,CA,Characteristics Only, ,2017
15559 Flight Ave,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.971416,-117.618039,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"173,495",6880460,Kimball Business Park - Bldg 1,CA,Characteristics Only, ,2018
15578 Hellman Ave,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.971554,-117.612912,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"161,372",6880463,Kimball Business Park - Bldg 2,CA,Characteristics Only, ,2018
15640 Hellman Ave,Search Above for Results,2010-Present,FALSE, ,CHINO,San Bernardino,Not Certified, ,33.970111,-117.612196,91708,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"349,000",6880464,Kimball Business Park - Bldg 3,CA,Characteristics Only, ,2018
350 W. Rincon,Search Above for Results,1980-1989,FALSE, ,CORONA,"San Bernardino, Riverside",Not Certified, ,33.88669,-117.567437,92880,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"166,468",3652552,350 W. Rincon,CA,Characteristics Only, ,1986
3201 South Airport Way,Search Above for Results,2010-Present,FALSE, ,MANTECA,San Joaquin,Not Certified, ,37.84229,-121.25802,95336,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"404,657",6205606,3201 North Airport Way,CA,Characteristics Only, ,2016
2899-2935 Mead Avenue,Search Above for Results,1960-1969,FALSE, ,SANTA CLARA,Santa Clara,Not Certified, ,37.37177231,-121.979486,95051,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"121,803",6064229,VLMEA - Mead Avenue 2899-2935,CA,Characteristics Only, ,1968
17221 Von Karman Avenue,Search Above for Results,1970-1979,FALSE, ,IRVINE,,Not Certified, ,33.691365,-117.842071,92714,Office,Office,"83,817",5881007,17221 Von Karman,CA,Characteristics Only, ,1976
2020 Burroughs Ave,Search Above for Results,1960-1969,FALSE, ,SAN LEANDRO,Alameda,Not Certified, ,37.69725183,-122.1690634,94577,Office,Office,"7,519",4099253,Office - 2020 Burroughs Ave,CA,Characteristics Only, ,1968
47211/47215 Lakeview Boulevard,Search Above for Results,1980-1989,FALSE, ,FREMONT,Alameda,Not Certified, ,37.474847,-121.93373,94538,Office,Office,"93,748",3682490,47211/47215 Lakeview Boulevard,CA,Characteristics Only, ,1985
33306-33456 Alvarado Niles Road,Search Above for Results,1980-1989,FALSE, ,UNION CITY,Alameda,Not Certified, ,37.59262,-122.038771,94587,Office,Office,"21,233",4697988,Building B Office Park Union City,CA,Characteristics Only, ,1989
2000 Clayton Road,Search Above for Results,1980-1989,FALSE, ,CONCORD,Contra Costa,Not Certified, ,37.973998,-122.032551,94520,Office,Office,"395,914",4688498,Swift Concord - Building D,CA,Characteristics Only, ,1984
2001 Clayton Road,Search Above for Results,1980-1989,FALSE, ,CONCORD,Contra Costa,Not Certified, ,37.975003,-122.0335,94520,Office,Office,"209,430",4688314,Swift Concord - Building B,CA,Characteristics Only, ,1984
1333-1385 East Shaw Ave,Search Above for Results,1960-1969,FALSE, ,FRESNO,Fresno,Not Certified, ,36.80774817,-119.7644148,93710,Office,Office,"127,000",6588535,Aetna,CA,Characteristics Only, ,1969
12920 Simms Ave,Search Above for Results,1950-1959,FALSE, ,HAWTHORNE,Los Angeles,Not Certified, ,33.91520928,-118.3280058,90250,Office,Office,"61,360",6410504,KP DSA - 12920 Simms,CA,Characteristics Only, ,1952
12760 East Florence Avenue,Search Above for Results,1960-1969,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.93414483,-118.0597585,90670,Office,Office,"50,379",6879208,12760 East Florence,CA,Characteristics Only, ,1965
12740 East Florence Avenue,Search Above for Results,1960-1969,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.93435,-118.06061,90670,Office,Office,"66,559",6879211,12740 East Florence,CA,Characteristics Only, ,1965
17110-17120 S Main Street,Search Above for Results,1960-1969,FALSE, ,GARDENA,Los Angeles,Not Certified, ,33.87636667,-118.2749783,90248,Office,Office,"69,000",4099019,Building 17120,CA,Characteristics Only, ,1966
2909-2999 Pacific Commerce Drive,Search Above for Results,1970-1979,FALSE, ,RANCHO DOMINGUEZ,Los Angeles,Not Certified, ,33.850137,-118.208558,90221,Office,Office,"75,440",6430049,2909-2999 Pacific Commerce Drive,CA,Characteristics Only, ,1970
5500 W Rosecrans Ave,Search Above for Results,1970-1979,FALSE, ,HAWTHORNE,Los Angeles,Not Certified, ,33.901524,-118.376404,90250,Office,Office,"51,870",6406802,KP Rosecrans & Isis,CA,Characteristics Only, ,1973
18600-18640 Crenshaw Blvd,Search Above for Results,1970-1979,FALSE, ,TORRANCE,Los Angeles,Not Certified, ,33.86105,-118.3253,90504,Office,Office,"78,097",6410480,KP Garfield-Crenshaw 18600,CA,Characteristics Only, ,1978
2901 West Alameda Avenue,Search Above for Results,1980-1989,FALSE, ,BURBANK,Los Angeles,Not Certified, ,34.157354,-118.332624,91505,Office,Office,"137,707",6609545,2901 W Alameda,CA,Characteristics Only, ,1981
12850 East Florence Avenue,Search Above for Results,1980-1989,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.93432867,-118.058415,90670,Office,Office,"125,229",6879199,12850 East Florence,CA,Characteristics Only, ,1985
3300-3430 Garfield Avenue,Search Above for Results,1980-1989,FALSE, ,COMMERCE,Los Angeles,Not Certified, ,33.98372,-118.13805,90040,Office,Office,"18,048",4099001,Building 103,CA,Characteristics Only, ,1987
3300-3430 Garfield Avenue,Search Above for Results,1980-1989,FALSE, ,COMMERCE,Los Angeles,Not Certified, ,33.98372,-118.13805,90040,Office,Office,"37,056",4099003,Building 104,CA,Characteristics Only, ,1987
1535 East Beachey Place,Search Above for Results,2000-2009,FALSE, ,CARSON,Los Angeles,Not Certified, ,33.862289,-118.243053,90746,Office,Office,"145,472",6267091,720,CA,Characteristics Only, ,2005
1548-1550 S State College Blvd,Search Above for Results,1960-1969,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.80649695,-117.8891682,92806,Office,Office,"83,148",6406735,KP DSA 1548-1550 State College,CA,Characteristics Only, ,1962
1621 Sinclair Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.808507,-117.882844,92806,Office,Office,"14,490",3883159,Stadium Plaza Business Park - 1621 Sinlcair,CA,Characteristics Only, ,1971
1630 Sunkist Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.807303,-117.884396,92806,Office,Office,"47,290",3883161,Stadium Plaza Business Park - 1630 Sunkist,CA,Characteristics Only, ,1971
1630-1640 Sinclair Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.807777,-117.882069,92806,Office,Office,"24,000",3883164,Stadium Plaza Business Park - 1630-1640 Sinclair,CA,Characteristics Only, ,1971
17421 Derian Avenue,Search Above for Results,1970-1979,FALSE, ,IRVINE,Orange,Not Certified, ,33.68667,-117.840483,92614,Office,Office,"87,742",5881008,17421 Derian,CA,Characteristics Only, ,1974
1641-1643 Sunkist Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.808988,-117.884823,92806,Office,Office,"42,236",3883167,Stadium Plaza Business Park - 1641-1643 Sunkist,CA,Characteristics Only, ,1976
2125 Howell Avenue,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.80745883,-117.8861855,92806,Office,Office,"16,496",3883174,Stadium Plaza Business Park - 2125 Howell,CA,Characteristics Only, ,1976
1500 Sunkist Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.810388,-117.882616,92806,Office,Office,"20,123",3883025,Stadium Plaza Business Park - 1500 Sunkist,CA,Characteristics Only, ,1979
17911 Von Karman Ave,Search Above for Results,1980-1989,FALSE, ,IRIVINE,Orange,Not Certified, ,33.68325,-117.850463,92614,Office,Office,"329,288",6699473,17911 Von Karman Ave,CA,Characteristics Only, ,1981
1520 Sinclair Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.810782,-117.879614,92806,Office,Office,"14,830",3883083,Stadium Plaza Business Park - 1520 Sinclair,CA,Characteristics Only, ,1982
1550 Sunkist Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.80952,-117.88316,92806,Office,Office,"22,761",3883136,Stadium Plaza Business Park - 1550 Sunkist,CA,Characteristics Only, ,1982
1560 Sinclair Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.808358,-117.880611,92806,Office,Office,"18,650",3883139,Stadium Plaza Business Park - 1560 Sinclair,CA,Characteristics Only, ,1982
1571 Sunkist Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.80899,-117.88482,92806,Office,Office,"18,000",3883146,Stadium Plaza Business Park - 1571 Sunkist,CA,Characteristics Only, ,1982
1591 Sinclair Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.80887,-117.88121,92806,Office,Office,"17,415",3883147,Stadium Plaza Business Park - 1591 Sinclair,CA,Characteristics Only, ,1982
1601 Sinclair Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.808842,-117.882444,92806,Office,Office,"26,000",3883148,Stadium Plaza Business Park - 1601 Sinclair,CA,Characteristics Only, ,1982
1601 Sunkist Street,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.8092895,-117.8847285,92806,Office,Office,"18,360",3883151,Stadium Plaza Business Park - 1601 Sunkist,CA,Characteristics Only, ,1982
2550 Cerritos Avenue,Search Above for Results,1980-1989,FALSE, ,ANAHEIM,Orange,Not Certified, ,33.81102,-117.88051,92806,Office,Office,"18,000",3883177,Stadium Plaza Business Park - 2550 Cerritos,CA,Characteristics Only, ,1982
6550 Katella Avenue,Search Above for Results,1980-1989,FALSE, ,CYPRESS,Orange,Not Certified, ,33.801832,-118.018096,90630,Office,Office,"339,117",4038318,Cypress Distribution Center - 6550 Katella,CA,Characteristics Only, ,1982
801 Civic Center Drive,Search Above for Results,1980-1989,FALSE, ,SANTA ANA,Orange,Not Certified, ,33.75315928,-117.859694,92701,Office,Office,"124,489",6609541,801 Civic Center,CA,Characteristics Only, ,1983
3120 W Lake Center Drive,Search Above for Results,1980-1989,FALSE, ,SANTA ANA,Orange,Not Certified, ,33.69880233,-117.911232,92704,Office,Office,"60,634",6352516,Lake Center Building #13,CA,Characteristics Only, ,1984
3100 Lake Center Drive,Search Above for Results,1980-1989,FALSE, ,SANTA ANA,Orange,Not Certified, ,33.69863,-117.91163,92704,Office,Office,"60,462",6352614,Lake Center Building #15,CA,Characteristics Only, ,1984
9500 Jeronimo Road,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.648558,-117.718624,92618,Office,Office,"136,648",5881015,9500 Jeronimo,CA,Characteristics Only, ,1985
200 West Santa Ana Boulevard,Search Above for Results,1980-1989,FALSE, ,SANTA ANA,Orange,Not Certified, ,33.7493,-117.86917,92701,Office,Office,"153,260",6609538,200 W. Santa Ana,CA,Characteristics Only, ,1986
3500 Hyland Ave,Search Above for Results,1980-1989,FALSE, ,COSTA MESA,Orange,Not Certified, ,33.696267,-117.923979,92626,Office,Office,"55,000",6352512,Harbor Gateway Hi-Tech #D,CA,Characteristics Only, ,1986
1550 Scenic Ave,Search Above for Results,1980-1989,FALSE, ,COSTA MESA,Orange,Not Certified, ,33.700244,-117.922143,92626,Office,Office,"56,915",6352482,Harbor Gateway Hi-Tech #3,CA,Characteristics Only, ,1987
9292 Jeronimo Rd,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.65071233,-117.7214487,92618,Office,Office,"51,485",5814026,9292 Jeronimo,CA,Characteristics Only, ,1987
9342 Jeronimo Rd,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.650944,-117.721592,92618,Office,Office,"52,133",5814027,9342 Jeronimo,CA,Characteristics Only, ,1987
9272 Jeronimo Road,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.651213,-117.72231,92618,Office,Office,"62,795",5881005,9272 Jeronimo,CA,Characteristics Only, ,1987
217 Technology Drive,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.66675,-117.7512,92618,Office,Office,"55,527",4356546,217 Technology,CA,Characteristics Only, ,1989
15353-15355 Barranca Parkway,Search Above for Results,1980-1989,FALSE, ,IRVINE,Orange,Not Certified, ,33.66043,-117.738952,92618,Office,Office,"51,176",5814025,15353-15355 Barranca,CA,Characteristics Only, ,1989
56 Technology Drive,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.65855633,-117.7395642,92618,Office,Office,"71,054",4042895,56 Technology,CA,Characteristics Only, ,1990
3515 Harbor Blvd,Search Above for Results,1990-1999,FALSE, ,COSTA MESA,Orange,Not Certified, ,33.70024667,-117.9187467,92626,Office,Office,"83,195",6352491,Harbor Gateway Hi-Tech #15,CA,Characteristics Only, ,1990
16205 Alton Parkway,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.6581,-117.76652,92618,Office,Office,"63,451",3200642,16205 Alton,CA,Characteristics Only, ,1995
16215 Alton Parkway,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.65792,-117.76749,92618,Office,Office,"88,903",3200646,16215 Alton,CA,Characteristics Only, ,1995
16225 Alton Parkway,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.65787917,-117.766213,92618,Office,Office,"77,952",3200674,16225 Alton,CA,Characteristics Only, ,1995
135 Technology Drive,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.66227167,-117.7474567,92618,Office,Office,"63,120",3200634,135 Technology,CA,Characteristics Only, ,1996
6485 Oak Canyon Road,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.6743,-117.762669,92618,Office,Office,"100,352",5881009,6485 Oak Canyon,CA,Characteristics Only, ,1997
6001 Oak Canyon,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.680287,-117.768574,92618,Office,Office,"161,575",5881016,6001 Oak Canyon,CA,Characteristics Only, ,1997
15770 Laguna Canyon Road,Search Above for Results,1990-1999,FALSE, ,IRVINE,Orange,Not Certified, ,33.665217,-117.759534,92618,Office,Office,"50,562",4180655,15770 Laguna Canyon Road,CA,Characteristics Only, ,1998
210 Commerce,Search Above for Results,2000-2009,FALSE, ,IRVINE,Orange,Not Certified, ,33.71801,-117.78715,92602,Office,Office,"62,850",3159646,210 Commerce,CA,Characteristics Only, ,2002
3220 El Camino Real,Search Above for Results,2000-2009,FALSE, ,IRVINE,Orange,Not Certified, ,33.71796667,-117.7908942,92602,Office,Office,"62,850",3205738,3220 El Camino Real,CA,Characteristics Only, ,2005
14000 Jamboree,Search Above for Results,2000-2009,FALSE, ,IRVINE,Orange,Not Certified, ,33.718012,-117.79548,92606,Office,Office,"77,625",2533869,14000 Jamboree,CA,Characteristics Only, ,2007
11971 Foundation Place,Search Above for Results,2000-2009,FALSE, ,RANCHO CORDOVA`,Sacramento,Not Certified, ,38.626306,-121.227782,95670,Office,Office,"100,000",6700733,11971 Foundation Place,CA,Characteristics Only, ,2002
2235 Iron Point Road,Search Above for Results,2000-2009,FALSE, ,FOLSOM,Sacramento,Not Certified, ,38.6442535,-121.13239,95630,Office,Office,"96,022",3681868,2235 Iron Point Road,CA,Characteristics Only, ,2009
1 Viper Way,Search Above for Results,1980-1989,FALSE, ,VISTA,San Diego,Not Certified, ,33.155434,-117.21908,92081,Office,Office,"202,844",3899158,One Viper Way,CA,Characteristics Only, ,1989
2544 and 2548 Campbell Place,Search Above for Results,2000-2009,FALSE, ,CARLSBAD,San Diego,Not Certified, ,33.129668,-117.262492,92009,Office,Office,"95,000",6362490,2544/2548 Campbell Place,CA,Characteristics Only, ,2007
100 Redwood Shores Parkway,Search Above for Results,1990-1999,FALSE, ,REDWOOD CITY,San Mateo,Not Certified, ,37.518283,-122.251917,94065,Office,Office,"65,502",6368364,100 Redwood Shores Parkway,CA,Characteristics Only, ,1993
601-605 W. California Ave,Search Above for Results,1970-1979,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.383338,-122.03551,94085,Office,Office,"64,972",6284903,601-605 W. California,CA,Characteristics Only, ,1972
884 Hermosa Court,Search Above for Results,1970-1979,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.386664,-122.039135,94085,Office,Office,"86,742",6286130,884 Hermosa Court,CA,Characteristics Only, ,1977
2825-2845 Lafayette St,Search Above for Results,1970-1979,FALSE, ,SANTA CLARA,Santa Clara,Not Certified, ,37.37252802,-121.9502091,95050,Office,Office,"306,144",6687123,2825-2845 Lafayette Street,CA,Characteristics Only, ,1979
1339 Moffet Park Drive,Search Above for Results,1980-1989,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.41171,-122.00423,94089,Office,Office,"25,080",4099273,1339 Moffett,CA,Characteristics Only, ,1980
310 N. Mary Avenue,Search Above for Results,1980-1989,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.38747,-122.04234,94085,Office,Office,"72,200",6284952,310 N. Mary Avenue,CA,Characteristics Only, ,1980
20300 Stevens Creek Boulevard,Search Above for Results,1980-1989,FALSE, ,CUPERTINO,Santa Clara,Not Certified, ,37.32231,-122.02837,95014,Office,Office,"166,735",6360392,Cupertino City Center,CA,Characteristics Only, ,1984
20330 Stevens Creek Boulevard,Search Above for Results,1980-1989,FALSE, ,CUPERTINO,Santa Clara,Not Certified, ,37.321585,-122.028439,95014,Office,Office,"144,505",6360397,20330 Stevens Creek Blvd,CA,Characteristics Only, ,1984
6 RESULTS WAY,Search Above for Results,2000-2009,FALSE, ,CUPERTINO,Santa Clara,Not Certified, ,37.31761,-122.05162,95014,Office,Office,"79,488",5784700,Results Way Corporate Center - 6 Results Way,CA,Characteristics Only, ,2000
250 S Mathilda Ave,Search Above for Results,2000-2009,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.37546,-122.034291,94086,Office,Office,"156,960",6345940,250 S Mathilda Ave,CA,Characteristics Only, ,2008
1160 Enterprise Way,Search Above for Results,2000-2009,FALSE, ,SUNNYVALE,Santa Clara,Not Certified, ,37.410983,-122.036073,94089,Office,Office,"227,614",5824729,Building G-1160 Enterprise Way,CA,Characteristics Only, ,2008
1310 Redwood Way,Search Above for Results,1980-1989,FALSE, ,PETALUMA,Sonoma,Not Certified, ,38.274883,-122.664173,94954,Office,Office,"57,906",6873030,Hillspride North,CA,Characteristics Only, ,1987
400 National Way,Search Above for Results,1980-1989,FALSE, ,SIMI VALLEY,Ventura,Not Certified, ,34.284549,-118.787594,93065,Office,Office,"290,044",6369775,400 National Way,CA,Characteristics Only, ,1986
7010 & 7140 Cajon Blvd.,Search Above for Results,2000-2009,FALSE, ,SAN BERNARDINO,San Bernardino,Not Certified, ,34.2094785,-117.3897147,92407,Other,All Other,"1,402,825",4343559,"IE Logistics, Inc.",CA,Characteristics Only, ,2008
