Address,Comparison Field,Vintage,All Other,Group Comparison,City1,County1,ENERGYSTARCertified 2018,ENERGY STAR Score,Latitude1,Longitude1,Postal Code,Property Type,Property Type (Legend),Building GFA (SqFt),Property Id,Property Name,State1,Report Type,Site EUI (WN kBtu/SqFt),Year Built
777 Monte Vista Drive,Search Above for Results,1990-1999,FALSE, ,DINUBA,"Fresno, Tulare",Not Certified, ,36.542301,-119.408465,93618,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"1,042,700",6772294,980725-Best BUY DC,CA,Energy Metrics,19,1999
5201 S. Soto Street,Search Above for Results,1940-1949,FALSE, ,VERNON,Los Angeles,Not Certified,13,33.99609,-118.2204,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"275,805",6352444,5175-5335 S Soto St & 2750-2770 Fruitland Ave,CA,Energy Metrics,43,1947
12911 Simms Ave,Search Above for Results,1950-1959,FALSE, ,HAWTHORNE,Los Angeles,Not Certified,96,33.9147265,-118.3288672,90250,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"68,217",6410508,KP DSA - Simms-Chadron Bldg,CA,Energy Metrics,5,1952
15100 Figueroa Street and 400 W. Compton Blvd.,Search Above for Results,1950-1959,FALSE, ,GARDENA,Los Angeles,Not Certified, ,33.89460283,-118.2811787,90248,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"114,633",6050277,R5FIG - Figueroa 15100,CA,Energy Metrics,24,1954
4440 E. 26th Street,Search Above for Results,1950-1959,FALSE, ,VERNON,Los Angeles,Not Certified, ,34.00248,-118.18113,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"218,481",6064262,R6E26 - E. 26th Street 4440,CA,Energy Metrics,0,1955
16627 Avalon,Search Above for Results,1950-1959,FALSE, ,CARSON,Los Angeles,Not Certified,92,33.88041717,-118.2654512,90746,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"84,620",6205575,16627 Avalon,CA,Energy Metrics,9,1959
4444 East 26th Street,Search Above for Results,1960-1969,FALSE, ,VERNON,Los Angeles,Not Certified, ,34.002781,-118.1799691,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"65,798",6694885,R6E262 - 4444 East 26th Street,CA,Energy Metrics,0,1960
4200-4210 Charter St,Search Above for Results,1960-1969,FALSE, ,VERNON,Los Angeles,Not Certified,1,34.00409,-118.20403,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"62,525",6869544,4200-4210 Charter St,CA,Energy Metrics, ,1960
100 E Graham Pl,Search Above for Results,1960-1969,FALSE, ,BURBANK,Los Angeles,Not Certified,85,34.17166333,-118.299955,91502,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"74,988",6354308,100 E Graham Pl,CA,Energy Metrics,6,1960
12801 Excelsior Drive,Search Above for Results,1960-1969,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified,76,33.897108,-118.060363,90650,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"989,809",6337963,Goodman Gateway Santa Fe Springs,CA,Energy Metrics, ,1961
8110 Sorensen,Search Above for Results,1960-1969,FALSE, ,SANTE FE SPRINGS,Los Angeles,Not Certified,1,33.967688,-118.059055,90670,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"112,862",6205543,8110 Sorensen,CA,Energy Metrics,84,1962
5510-5560 Grace Place,Search Above for Results,1960-1969,FALSE, ,COMMERCE,Los Angeles,Not Certified,89,34.01731683,-118.1522355,90022,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"492,699",6205535,5510-5560 Grace Place,CA,Energy Metrics,6,1962
540 Hawaii Ave,Search Above for Results,1960-1969,FALSE, ,TORRANCE,Los Angeles,Not Certified,35,33.841219,-118.336138,90501,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"56,680",6347965,540 Hawaii Ave,CA,Energy Metrics,22,1964
2650 Commerce Way,Search Above for Results,1960-1969,FALSE, ,COMMERCE,Los Angeles,Not Certified,35,33.996979,-118.157847,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"150,000",6354116,2650 Commerce Way - G3 Enterprises,CA,Energy Metrics,19,1965
3090 E. Via Mondo,Search Above for Results,1960-1969,FALSE, ,COMPTON,Los Angeles,Not Certified,54,33.871078,-118.209242,90221,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"67,600",6033067,LAX06549 - South Bay Industrial Center #49,CA,Energy Metrics,7,1966
6263 Randolph Street,Search Above for Results,1960-1969,FALSE, ,COMMERCE,Los Angeles,Not Certified,68,33.97883,-118.15089,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"74,800",6844826,6263 Randolph Street LLC,CA,Energy Metrics,5,1966
2411 Santa Fe Avenue,Search Above for Results,1960-1969,FALSE, ,REDONDO BEACH,Los Angeles,Not Certified, ,33.890514,-118.367169,90278,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"112,363",6313440,EOSFE - 2411 Santa Fe Avenue,CA,Energy Metrics,42,1968
1740 Stewart St,Search Above for Results,1960-1969,FALSE, ,SANTA MONICA,Los Angeles,Not Certified,1,34.03030433,-118.4674763,90404,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"94,681",6354307,1740 Stewart St,CA,Energy Metrics, ,1968
17211 Valley View,Search Above for Results,1960-1969,FALSE, ,CERRITOS,Los Angeles,Not Certified, ,33.87483,-118.03004,90703,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"100,000",6774248,05CA1W01,CA,Energy Metrics, ,1969
16981 E. Gale Avenue,Search Above for Results,1960-1969,FALSE, ,CITY OF INDUSTRY,Los Angeles,Not Certified, ,34.001983,-117.937462,91731,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"411,254",6171080,San Gabriel Valley Industry Centre - Campus,CA,Energy Metrics,0,1969
7142 E Slauson Ave,Search Above for Results,1960-1969,FALSE, ,COMMERCE,Los Angeles,Not Certified,1,33.979393,-118.136298,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"60,156",6834424,7142 E Slauson Ave,CA,Energy Metrics, ,1969
1710-1720 Santa Anita Ave,Search Above for Results,1960-1969,FALSE, ,S. EL MONTE,Los Angeles,Not Certified,90,34.048265,-118.0441983,91733,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"111,657",6356708,1710-1720 Santa Anita Ave,CA,Energy Metrics,3,1969
20250 S. Alameda St.,Search Above for Results,1970-1979,FALSE, ,RANCHO DOMINGUEZ,Los Angeles,Not Certified,83,33.847902,-118.218446,90221,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"115,376",6205514,20250 S. Alameda St.,CA,Energy Metrics,7,1971
3260-3278 E. 26th Street,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified, ,34.01190733,-118.214462,90023,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"133,280",3969539,Vernon Distribution Center 3,CA,Energy Metrics,105,1973
3250-3254 E. 26th Street,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified, ,34.0108455,-118.2162138,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"141,425",3969180,Vernon Distribution Center 1,CA,Energy Metrics,3,1973
2522 E. 37th Street,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified,1,34.00784,-118.22607,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"89,380",6832380,KP Strada 4,CA,Energy Metrics,"1,495",1973
2608 E. 37th Street,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified,77,34.0078375,-118.2252597,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"171,000",6832383,KP Strada 5,CA,Energy Metrics,8,1973
737 W. Artesia Blvd.,Search Above for Results,1970-1979,FALSE, ,COMPTON,Los Angeles,Not Certified,74,33.87485,-118.23167,90220,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"71,800",3637049,LAX06503 - South Bay Industrial Ctr. #3,CA,Energy Metrics,8,1975
449 Alaska Ave,Search Above for Results,1970-1979,FALSE, ,TORRANCE,Los Angeles,Not Certified,100,33.84253667,-118.3344633,90503,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"83,828",6410335,KP Kargoled,CA,Energy Metrics,2,1975
2263 E Vernon Ave,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified,85,34.004845,-118.2342633,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"119,196",6406810,KP SDJ,CA,Energy Metrics,18,1977
"10504, 10524, 10528 & 10540 Pioneer Boulevard",Search Above for Results,1970-1979,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified,89,33.93801833,-118.081325,90670,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"72,082",2946588,Pioneer Building,CA,Energy Metrics,8,1977
3751-3775 Seville Ave,Search Above for Results,1970-1979,FALSE, ,VERNON,Los Angeles,Not Certified,89,34.007351,-118.223889,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"177,552",6406789,KP Strada 2,CA,Energy Metrics, ,1978
8550 Chetle Ave,Search Above for Results,1980-1989,FALSE, ,WHITTIER,Los Angeles,Not Certified,2,33.962627,-118.05391,90606,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"203,613",4055373,Whittier 1,CA,Energy Metrics,36,1980
12805-12809 Busch Place,Search Above for Results,1980-1989,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified,7,33.95533617,-118.04968,90670,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"67,019",6313490,NCBSCH - 12805-12809 Busch Place,CA,Energy Metrics,354,1980
12080 Rivera Rd,Search Above for Results,1980-1989,FALSE, ,WHITTIER,Los Angeles,Not Certified,89,33.965613,-118.054201,90606,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"86,817",4055380,Whittier 2,CA,Energy Metrics,5,1980
9121 Pittsburgh,Search Above for Results,1980-1989,FALSE, ,RANCHO CUCAMONGA,Los Angeles,Not Certified,14,34.08702,-117.55501,91748,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"141,712",4188973,MSRC3 - RCDC 3,CA,Energy Metrics,21,1981
918 Stimson Avenue,Search Above for Results,1980-1989,FALSE, ,CITY OF INDUSTRY,Los Angeles,Not Certified, ,34.010546,-117.953255,91745,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"282,377",6062179,PF3STI - Stimson Avenue 918,CA,Energy Metrics,11,1982
15101 Figueroa Street,Search Above for Results,1980-1989,FALSE, ,GARDENA,Los Angeles,Not Certified, ,33.8941,-118.28409,90248,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"129,600",5883672,Harbor Commerce Center - Campus,CA,Energy Metrics,11,1982
2001 Cashdan Street,Search Above for Results,1980-1989,FALSE, ,COMPTON,Los Angeles,Not Certified, ,33.856596,-118.231881,90220,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"58,800",3928192,University Commerce Center #8,CA,Energy Metrics,17,1985
2867 Vail Ave,Search Above for Results,1980-1989,FALSE, ,COMMERCE,Los Angeles,Not Certified,57,33.99116233,-118.1314942,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"143,934",7048920,2867 Vail Ave,CA,Energy Metrics,11,1985
16640 Stagg Street,Search Above for Results,1980-1989,FALSE, ,VAN NUYS,Los Angeles,Not Certified,1,34.212227,-118.496726,91406,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"78,711",3586470,LAX10201 - Van Nuys Distribution Center #1,CA,Energy Metrics, ,1986
1015 East 236th Street,Search Above for Results,1980-1989,FALSE, ,CARSON,Los Angeles,Not Certified,30,33.811813,-118.25585,90745,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"178,618",6267053,172,CA,Energy Metrics,19,1986
5793 Martin Road,Search Above for Results,1980-1989,FALSE, ,IRWINDALE,Los Angeles,Not Certified,90,34.118708,-117.939892,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"294,725",4189117,PF2MAR - Martin Road,CA,Energy Metrics,8,1986
"10618, 10606, 10612, 10600 Shoemaker Avenue",Search Above for Results,1980-1989,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified, ,33.938656,-118.054351,90670,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"94,800",6058088,VLSHOE - Shoemaker Business Park,CA,Energy Metrics,12,1989
2307 E. 49th Street,Search Above for Results,1990-1999,FALSE, ,VERNON,Los Angeles,Not Certified,1,33.99950167,-118.2329,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"57,651",6357001,"KB Westchester Building, LLC (320c) 2307 E 49",CA,Energy Metrics,87,1990
14237-14305 Don Julian Road,Search Above for Results,1990-1999,FALSE, ,CITY OF INDUSTRY,Los Angeles,Not Certified,14,34.033651,-117.9858357,91746,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"251,450",2946724,Towers Industrial Park - 14237-14305 E. Don Julian,CA,Energy Metrics,21,1990
2311 E. 48th St,Search Above for Results,1990-1999,FALSE, ,VERNON,Los Angeles,Not Certified,28,34.001096,-118.2339,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"193,679",6357018,"KB Westchester Building, LLC (320e) 2311 E 48th",CA,Energy Metrics,22,1990
16028 Marquardt Ave.,Search Above for Results,1990-1999,FALSE, ,CERRITOS,Los Angeles,Not Certified, ,33.886063,-118.036542,90703,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"123,058",5923321,SVF Marquardt,CA,Energy Metrics, ,1997
3500 East Willow Street,Search Above for Results,1990-1999,FALSE, ,LONG BEACH,Los Angeles,Not Certified,29,33.802871,-118.150596,90815,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"187,500",6864506,"001140-Long Beach, CA (RR ONLY)",CA,Energy Metrics,21,1997
14001 & 14007 Rosencrans Ave,Search Above for Results,1990-1999,FALSE, ,LA MIRADA,Los Angeles,Not Certified,100,33.903343,-118.033563,90638,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"108,000",2946508,La Mirada Industrial - 14001 & 14007 Rosecrans,CA,Energy Metrics,1,1997
12524 Cerise Avenue,Search Above for Results,1990-1999,FALSE, ,HAWTHORNE,Los Angeles,Not Certified,1,33.918895,-118.331576,90250,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"98,147",6028209,lax08205 - LAX Logistics Center #5,CA,Energy Metrics,414,1999
5685 Alcoa Avenue,Search Above for Results,2000-2009,FALSE, ,VERNON,Los Angeles,Not Certified, ,33.99177,-118.20958,90058,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"116,450",6582421,5685 Alcoa Avenue,CA,Energy Metrics, ,2000
10205 Painter Avenue,Search Above for Results,2000-2009,FALSE, ,SANTA FE SPRINGS,Los Angeles,Not Certified,74,33.943561,-118.052987,90670,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"101,112",4094094,Heritage Gateway Bldg B,CA,Energy Metrics,9,2000
5091 4th St.,Search Above for Results,2000-2009,FALSE, ,IRWINDALE,Los Angeles,Not Certified,1,34.10462,-117.93958,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"324,520",6772477,Irwindale Building 06,CA,Energy Metrics,83,2001
15761 Tapia St,Search Above for Results,2000-2009,FALSE, ,IRWINDALE,Los Angeles,Not Certified,80,34.102768,-117.935681,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"206,584",6772491,Irwindale Building 13,CA,Energy Metrics,8,2001
15757 Tapia St,Search Above for Results,2000-2009,FALSE, ,IRWINDALE,Los Angeles,Not Certified,83,34.102938,-117.936973,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"93,180",6772487,Irwindale Building 12,CA,Energy Metrics,7,2001
4981 4th St,Search Above for Results,2000-2009,FALSE, ,IRWINDALE,Los Angeles,Not Certified,83,34.102421,-117.939576,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"155,960",6772479,Irwindale Building 07,CA,Energy Metrics,7,2001
2318 E S St,Search Above for Results,2000-2009,FALSE, ,LONG BEACH,Los Angeles,Not Certified,1,33.859463,-118.163886,90805,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"69,295",6806195,2318 E S St,CA,Energy Metrics, ,2002
4821 Charter St,Search Above for Results,2000-2009,FALSE, ,IRWINDALE,Los Angeles,Not Certified,61,34.100473,-117.937423,91706,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"147,583",6772500,Irwindale Building 20,CA,Energy Metrics,12,2003
450 E Foothill Blvd,Search Above for Results,2000-2009,FALSE, ,POMONA,Los Angeles,Not Certified,100,34.106028,-117.741496,91767,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"117,922",6814991,450 E Foothill Blvd,CA,Energy Metrics,-1,2003
2101 Flotilla Street,Search Above for Results,2000-2009,FALSE, ,MONTEBELLO,Los Angeles,Not Certified,100,34.004236,-118.125876,90640,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"325,245",2946268,2101 Flotilla Street,CA,Energy Metrics,1,2003
29145 The Old Road,Search Above for Results,2000-2009,FALSE, ,VALENCIA,Los Angeles,Not Certified,1,34.447396,-118.613202,91355,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"77,064",4744163,Valencia IC,CA,Energy Metrics,132,2004
2035 Camfield Ave,Search Above for Results,2000-2009,FALSE, ,COMMERCE,Los Angeles,Not Certified,1,34.00908,-118.15641,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"95,649",6838447,2035 Camfield Ave,CA,Energy Metrics,71,2008
5560-5568 E. 61st Street,Search Above for Results,2000-2009,FALSE, ,COMMERCE,Los Angeles,Not Certified,100,33.98109083,-118.1668293,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"53,536",6027324,lax07413 - Commerce Business Park #13,CA,Energy Metrics,1,2008
5560-5568 E. 61st Street,Search Above for Results,2000-2009,FALSE, ,COMMERCE,Los Angeles,Not Certified,100,33.98109083,-118.1668293,90040,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"82,688",6027270,lax07410 - Commerce Business Park #10,CA,Energy Metrics,1,2008
2205 West Mount Vernon Avenue,Search Above for Results,2010-Present,FALSE, ,POMONA,Los Angeles,Not Certified,51,34.059245,-117.789329,91768,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"238,148",6321345,LACA,CA,Energy Metrics,11,2015
1488 Schilling Place,Search Above for Results,1990-1999,FALSE, ,SALINAS,Monterey,Not Certified,51,36.65076,-121.61855,93901,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"91,707",4410467,Schilling Complex - Warehouse,CA,Energy Metrics,26,1994
1 Middleton Way,Search Above for Results,1900-1909,FALSE, ,AMERICAN CANYON,Napa,Not Certified,99,38.20493,-122.264503,94558,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"646,000",6689765,Napa Logistics Park - Phase I,CA,Energy Metrics,2,1900
6800 Valley View St.,Search Above for Results,1960-1969,FALSE, ,BUENA PARK,Orange,Not Certified,53,33.861944,-118.026095,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"1,034,026",6205570,6800 Valley View St.,CA,Energy Metrics,14,1969
1400 Allec Street,Search Above for Results,1970-1979,FALSE, ,ANAHEIM,Orange,Not Certified,68,33.813311,-117.899263,92805,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"121,341",7275772,1400 Allec Street,CA,Energy Metrics,29,1970
500 West Warner Avenue,Search Above for Results,1970-1979,FALSE, ,SANTA ANA,Orange,Not Certified,45,33.714755,-117.873693,92707,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"374,339",6064225,R6WARN - Warner Avenue 500,CA,Energy Metrics,12,1971
1800 E. Dyer Road,Search Above for Results,1970-1979,FALSE, ,SANTA ANA,Orange,Not Certified,100,33.70756,-117.84792,92701,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"100,000",5881010,1800 E. Dyer,CA,Energy Metrics,1,1972
531 Airpark Drive,Search Above for Results,1970-1979,FALSE, ,FULLERTON,Orange,Not Certified, ,33.875215,-117.971595,92833,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"82,474",6421227,Airpark IC II LP,CA,Energy Metrics,237,1973
2001 E. Carnegie Ave,Search Above for Results,1970-1979,FALSE, ,SANTA ANA,Orange,Not Certified,2,33.709024,-117.840237,92705,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"106,500",6832528,"Jaydee Enterprises, Ltd.",CA,Energy Metrics,46,1975
"6110,6120,6130 Valley View Ave",Search Above for Results,1970-1979,FALSE, ,BUENA PARK,Orange,Not Certified, ,33.87272217,-118.0281052,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"26,703",2946358,Buena Park Commerce Center - 6110-6130 Valley View,CA,Energy Metrics, ,1976
6140-1650 Valley View Avenue,Search Above for Results,1970-1979,FALSE, ,BUENA PARK,Orange,Not Certified, ,33.87241067,-118.0280862,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"24,144",3866992,Buena Park Commerce Center - 6140-1650 Valley View,CA,Energy Metrics, ,1976
6170 Valley View Avenue,Search Above for Results,1970-1979,FALSE, ,BUENA PARK,Orange,Not Certified, ,33.871995,-118.0281317,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"18,179",3866993,Buena Park Commerce Center - 6170 Valley View,CA,Energy Metrics, ,1976
6180-6190 Valley View Avenue,Search Above for Results,1970-1979,FALSE, ,BUENA PARK,Orange,Not Certified, ,33.872435,-118.027734,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"27,031",3866995,Buena Park Commerce Center - 6180-6190 Valley View,CA,Energy Metrics, ,1976
6110 Valley View Ave,Search Above for Results,1970-1979,FALSE, ,BUENA PARK,Orange,Not Certified, ,33.87261333,-118.0280633,90620,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"119,460",6103457,Buena Park Commerce Center - Campus,CA,Energy Metrics, ,1976
1585-1591 Sunland Lane,Search Above for Results,1970-1979,FALSE, ,COSTA MESA,Orange,Not Certified, ,33.69489183,-117.9240498,92626,Non-Refrigerated Warehouse,Warehouse & Self-Storage,"15,913",3867003,Costa Mesa Business Center - 1585-1591 Sunland,CA,Energy Metrics, ,1976
